interview_id,theme_name,sentiment,importance_level,quote_sample,turn_number,analyst_notes,created_at,theme_id
P8,ฟอง,Mixed,Medium,ไม่ชอบฟองเยอะ เพราะต้องใช้น้ำเยอะล้างออก อยากให้มีฟองพอดี ล้างแล้วจานใสสะอาด จบในรอบเดียว,18,,2025-12-12T18:50:42.178504,5
P9,แพ็กเกจ,Positive,High,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,2,,2025-12-12T18:50:42.179502,9
P9,แพ็กเกจ,Mixed,High,เคยลอง LiponF อยู่ช่วงนึง แต่รู้สึกกลิ่นแรง แล้วขวดดีไซน์มันบ้าน ๆ ไปหน่อย ไม่เข้ากับห้องครัวผม (หัวเราะ),4,,2025-12-12T18:50:42.179502,9
P9,แพ็กเกจ,Positive,High,กลิ่น กับ ดีไซน์ขวดครับ ผมอยู่คอนโด เลยมองของใช้เป็นเหมือนของตกแต่งด้วย ต้องดูเรียบ ๆ สะอาด ๆ ใช้แล้วไม่รู้สึกเหนอะ,6,,2025-12-12T18:50:42.179502,9
P9,แพ็กเกจ,Mixed,High,สนใจครับ ผมชอบของแนว clean design อยู่แล้ว ถ้าขวดสวย วางไว้แล้วดูดี ผมยอมจ่ายแพงกว่านิดนึง,16,,2025-12-12T18:50:42.179502,9
P9,แพ็กเกจ,Positive,High,Sunlight ดูเป็น modern brand ของคนรุ่นใหม่ กลิ่นดี ขวดดูสะอาด ส่วน LiponF เป็นแนว practical ใช้ล้างดีแต่ไม่สวย (หัวเราะ),18,,2025-12-12T18:50:42.179502,9
P9,แพ็กเกจ,Mixed,High,อยากให้มันดูเหมือนของใช้ในห้องน้ำ คือสะอาด กลิ่นดี ไม่แรง ดีไซน์ขวดสวย และไม่กินพื้นที่เยอะ,22,,2025-12-12T18:50:42.179502,9
P9,ขจัดคราบมัน,Positive,Medium,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวันไหนทอดไข่หรือผัดอะไร LiponF จะล้างมันกว่า,8,,2025-12-12T18:50:42.179502,2
P9,ล้างออกง่าย,Positive,High,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวันไหนทอดไข่หรือผัดอะไร LiponF จะล้างมันกว่า,8,,2025-12-12T18:50:42.179502,8
P9,ล้างออกง่าย,Mixed,High,มีบ้างครับ แต่ผมไม่ซีเรียส แค่ไม่อยากให้รู้สึกตึงมือเกินไป ถ้ามีกลิ่นดี กับ ล้างออกง่าย ถือว่าโอเค,14,,2025-12-12T18:50:42.179502,8
P9,ล้างออกง่าย,Positive,High,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,24,,2025-12-12T18:50:42.179502,8
P9,ฟอง,Mixed,Medium,ใช่ครับ แต่ส่วนใหญ่ผมไม่ชอบให้ฟองเยอะ มันดูรก อยากให้ล้างแล้วจบไว ฟองหมดเร็ว,10,,2025-12-12T18:50:42.179502,5
P9,ราคา,Mixed,Medium,สนใจครับ ผมชอบของแนว clean design อยู่แล้ว ถ้าขวดสวย วางไว้แล้วดูดี ผมยอมจ่ายแพงกว่านิดนึง,16,,2025-12-12T18:50:42.179502,7
P10,กลิ่นหอม,Positive,High,ส่วนใหญ่ใช้ Sunlight ครับ บางทีภรรยาซื้อ LiponF มาบ้าง แต่ผมชอบ Sunlight กลิ่นหอม ลูกบอกว่าล้างแล้วมือไม่แห้ง,4,,2025-12-12T18:50:42.179502,1
P10,กลิ่นหอม,Mixed,High,กลิ่นมันหอมสดชื่น เวลาใช้ล้างด้วยกันแล้วบรรยากาศดี เหมือนห้องครัวสะอาดขึ้นเลย อีกอย่างฟองไม่เยอะเกินไป ล้างออกง่าย,6,,2025-12-12T18:50:42.179502,1
P10,กลิ่นหอม,Positive,High,บอกว่า Sunlight ครับ กลิ่นหอม ล้างง่าย มือไม่แห้ง เด็กๆ ก็ชอบ,22,,2025-12-12T18:50:42.179502,1
P10,มือไม่แห้ง,Positive,Medium,ส่วนใหญ่ใช้ Sunlight ครับ บางทีภรรยาซื้อ LiponF มาบ้าง แต่ผมชอบ Sunlight กลิ่นหอม ลูกบอกว่าล้างแล้วมือไม่แห้ง,4,,2025-12-12T18:50:42.179502,6
P10,มือไม่แห้ง,Positive,Medium,บอกว่า Sunlight ครับ กลิ่นหอม ล้างง่าย มือไม่แห้ง เด็กๆ ก็ชอบ,22,,2025-12-12T18:50:42.179502,6
P10,ล้างออกง่าย,Mixed,Medium,กลิ่นมันหอมสดชื่น เวลาใช้ล้างด้วยกันแล้วบรรยากาศดี เหมือนห้องครัวสะอาดขึ้นเลย อีกอย่างฟองไม่เยอะเกินไป ล้างออกง่าย,6,,2025-12-12T18:50:42.179502,8
P10,ล้างออกง่าย,Positive,Medium,บอกว่า Sunlight ครับ กลิ่นหอม ล้างง่าย มือไม่แห้ง เด็กๆ ก็ชอบ,22,,2025-12-12T18:50:42.179502,8
P10,ฟอง,Mixed,Medium,กลิ่นมันหอมสดชื่น เวลาใช้ล้างด้วยกันแล้วบรรยากาศดี เหมือนห้องครัวสะอาดขึ้นเลย อีกอย่างฟองไม่เยอะเกินไป ล้างออกง่าย,6,,2025-12-12T18:50:42.179502,5
P10,ขจัดคราบมัน,Mixed,Medium,LiponF เข้มข้นดี ล้างมันออกจริง แต่กลิ่นจะเข้ม ลูกไม่ค่อยชอบ บ่นว่าแรงไปหน่อย,8,,2025-12-12T18:50:42.179502,2
P10,ปลอดภัย,Neutral,Medium,กลิ่น ความปลอดภัย กับ โปร บางทีซื้อแบบ refill แพ็กใหญ่ เก็บไว้เลย เพราะล้างทุกวัน,14,,2025-12-12T18:50:42.179502,4
P10,ปลอดภัย,Negative,Medium,สนใจเลยครับ ถ้ามันจริง เพราะตอนนี้ลูกสาวคนเล็กเริ่มล้างได้ อยากให้เขาใช้ของที่ปลอดภัย,20,,2025-12-12T18:50:42.179502,4
P10,แพ็กเกจ,Neutral,Medium,กลิ่น ความปลอดภัย กับ โปร บางทีซื้อแบบ refill แพ็กใหญ่ เก็บไว้เลย เพราะล้างทุกวัน,14,,2025-12-12T18:50:42.179502,9
P11,ขจัดคราบมัน,Positive,Medium,ส่วนใหญ่ใช้ LiponF ครับ ซื้อแกลลอนใหญ่ที่ร้านของชำหน้าปากซอย ใช้ได้นาน ล้างมันดี,2,,2025-12-12T18:50:42.179502,2
P11,ขจัดคราบมัน,Positive,Medium,บอกว่า LiponF แน่นอนครับ ล้างมันดี คุ้มสุด ไม่ต้องใช้น้ำเยอะ,22,,2025-12-12T18:50:42.179502,2
P11,คุ้มค่า,Neutral,High,เพราะมันคุ้ม ขวดหนึ่งใช้ได้เป็นเดือน ล้างพวกจานมัน ๆ จากอาหารทอดได้หมด ไม่ต้องบีบเยอะ,4,,2025-12-12T18:50:42.179502,3
P11,คุ้มค่า,Positive,High,LiponF เหมือนของบ้านเรา ล้างดี คุ้ม ส่วน Sunlight ดูของคนเมือง หอมแต่ไม่คุ้มเท่า,20,,2025-12-12T18:50:42.179502,3
P11,คุ้มค่า,Positive,High,บอกว่า LiponF แน่นอนครับ ล้างมันดี คุ้มสุด ไม่ต้องใช้น้ำเยอะ,22,,2025-12-12T18:50:42.179502,3
P11,แพ็กเกจ,Neutral,Medium,เพราะมันคุ้ม ขวดหนึ่งใช้ได้เป็นเดือน ล้างพวกจานมัน ๆ จากอาหารทอดได้หมด ไม่ต้องบีบเยอะ,4,,2025-12-12T18:50:42.179502,9
P11,แพ็กเกจ,Mixed,Medium,ลองครับ แต่ต้องไม่แพง ถ้าขวดใหญ่ราคาดี ล้างดีเหมือน LiponF ก็พร้อมเปลี่ยน,18,,2025-12-12T18:50:42.179502,9
P11,ราคา,Mixed,High,เคยครับ Sunlight กลิ่นดีแต่ราคาสูงกว่า แล้วรู้สึกมันเบากว่า ต้องบีบเยอะกว่าจะสะอาด ส่วนพวกแบรนด์ทั่วไปกลิ่นแรง บางทีเหม็นเลย,6,,2025-12-12T18:50:42.179502,7
P11,ราคา,Neutral,High,ดูโปรก่อนเลยครับ ถ้ามีลดราคาจะซื้อยกลังเลย เพราะใช้ทุกวัน ร้านผัดไทยหน้าบ้านใช้น้ำยาล้างจานเยอะมาก,14,,2025-12-12T18:50:42.179502,7
P11,ราคา,Mixed,High,ลองครับ แต่ต้องไม่แพง ถ้าขวดใหญ่ราคาดี ล้างดีเหมือน LiponF ก็พร้อมเปลี่ยน,18,,2025-12-12T18:50:42.179502,7
P11,ฟอง,Mixed,Medium,ไม่ชอบฟองเยอะครับ เพราะมันล้างออกยาก ต้องใช้น้ำเยอะกว่า อยากให้ฟองน้อยแต่สะอาด,10,,2025-12-12T18:50:42.179502,5
P11,กลิ่นหอม,Mixed,Medium,กลิ่นสะอาดดี ไม่แรงเกิน บางที Sunlight หอมเกินไป เหมือนของหรู (หัวเราะ) แต่ผมชอบแบบกลิ่นกลาง ๆ มากกว่า,12,,2025-12-12T18:50:42.179502,1
P12,กลิ่นหอม,Positive,Medium,เพราะดูสะอาด กลิ่นหอม แล้วภาพลักษณ์แบรนด์มันดูเรียบร้อย เวลามีลูกค้ามาที่ออฟฟิศเห็นในครัวก็รู้สึกว่าเราใส่ใจรายละเอียดเล็ก ๆ แบบนี้,4,,2025-12-12T18:50:42.181084,1
P12,กลิ่นหอม,Mixed,Medium,เคยครับ LiponF ล้างมันดี แต่รู้สึกว่ากลิ่นแรง ดูเหมาะกับร้านอาหารมากกว่า ส่วน Sunlight มันหอมอ่อน ล้างแก้วกาแฟแล้วไม่มีกลิ่นตกค้าง,6,,2025-12-12T18:50:42.181084,1
P12,ขจัดคราบมัน,Mixed,Medium,เคยครับ LiponF ล้างมันดี แต่รู้สึกว่ากลิ่นแรง ดูเหมาะกับร้านอาหารมากกว่า ส่วน Sunlight มันหอมอ่อน ล้างแก้วกาแฟแล้วไม่มีกลิ่นตกค้าง,6,,2025-12-12T18:50:42.181084,2
P12,ล้างออกง่าย,Positive,Medium,ต้องล้างออกง่าย ไม่มีกลิ่นตกค้าง แล้วขวดต้องดูสะอาด ไม่เลอะเทอะ เพราะครัวอยู่ใกล้โซนประชุม,10,,2025-12-12T18:50:42.181084,8
P12,แพ็กเกจ,Positive,High,ต้องล้างออกง่าย ไม่มีกลิ่นตกค้าง แล้วขวดต้องดูสะอาด ไม่เลอะเทอะ เพราะครัวอยู่ใกล้โซนประชุม,10,,2025-12-12T18:50:42.181084,9
P12,แพ็กเกจ,Positive,High,ดูยี่ห้อ กลิ่น กับแพ็กเกจครับ ผมชอบพวกแบบหัวปั๊ม ดูเรียบร้อย สะดวกสำหรับพนักงาน,12,,2025-12-12T18:50:42.181084,9
P12,แพ็กเกจ,Mixed,High,สนใจเลยครับ อยากได้แบบกลิ่นสะอาด ฟองน้อย ขวดสวย ดูโปร เหมาะกับออฟฟิศมากกว่าครัวบ้าน,16,,2025-12-12T18:50:42.181084,9
P12,แพ็กเกจ,Mixed,High,Sunlight ครับ ใช้ได้ทุกที่ กลิ่นดี ไม่แรง ขวดสวย พนักงานชอบ,22,,2025-12-12T18:50:42.181084,9
P12,ฟอง,Neutral,Medium,บางทีพนักงานบ่นว่าฟองเยอะไป ล้างนาน ผมเลยให้เปลี่ยนเป็นสูตร Sunlight ฟองน้อย ช่วยประหยัดน้ำด้วย,14,,2025-12-12T18:50:42.181084,5
P12,ฟอง,Mixed,Medium,สนใจเลยครับ อยากได้แบบกลิ่นสะอาด ฟองน้อย ขวดสวย ดูโปร เหมาะกับออฟฟิศมากกว่าครัวบ้าน,16,,2025-12-12T18:50:42.181084,5
P12,คุ้มค่า,Neutral,Medium,บางทีพนักงานบ่นว่าฟองเยอะไป ล้างนาน ผมเลยให้เปลี่ยนเป็นสูตร Sunlight ฟองน้อย ช่วยประหยัดน้ำด้วย,14,,2025-12-12T18:50:42.181084,3
P13,แพ็กเกจ,Neutral,High,ตอนนี้ใช้ Sunlight ค่ะ แต่ไม่ใช่ทุกสูตรนะคะ ต้องเป็นขวดโทนสีขาว-เหลืองแบบเลมอนหรือสูตรธรรมชาติ เพราะเข้ากับบ้านค่ะ (หัวเราะ),2,,2025-12-12T18:50:42.181588,9
P13,แพ็กเกจ,Neutral,High,มีมากเลยค่ะ เพราะบ้านเราถ่ายคอนเทนต์ตลอด ถ้าวางขวดสีจัด ๆ มันจะโดดออกมาเกินไป บางทีต้องเทใส่ขวดหัวปั๊มที่เป็นโทนขาวเพื่อให้เข้ากับครัว,4,,2025-12-12T18:50:42.181588,9
P13,แพ็กเกจ,Positive,High,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,8,,2025-12-12T18:50:42.181588,9
P13,แพ็กเกจ,Mixed,High,กลิ่นก่อนค่ะ อยากได้กลิ่นแบบธรรมชาติ สดชื่น ไม่เคมี แล้วก็ขวดต้องดูดี ถือถ่ายในคลิปแล้วไม่รู้สึกว่ากำลังโฆษณาแบรนด์ใดแบรนด์หนึ่งจ๋าเกินไป,10,,2025-12-12T18:50:42.181588,9
P13,แพ็กเกจ,Neutral,High,มากค่ะ ถ้ามีแบรนด์ที่กล้าทำขวดเรียบ ๆ สีขาว-เทา แล้วเน้นคำว่า natural หรือ sustainable จะน่าสนใจมาก โดยเฉพาะคนรุ่นใหม่ที่มองของใช้เป็นส่วนหนึ่งของบ้าน ไม่ใช่แค่ของใช้,12,,2025-12-12T18:50:42.181588,9
P13,แพ็กเกจ,Positive,High,สนใจค่ะ ตอนนี้เราเริ่มรีวิวของที่รีไซเคิลได้เยอะขึ้น ถ้าน้ำยาล้างจานทำจากส่วนผสมธรรมชาติ กลิ่นอ่อน ขวดรีฟิลได้ จะเป็นจุดขายที่ดีมาก,14,,2025-12-12T18:50:42.181588,9
P13,กลิ่นหอม,Positive,Medium,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,6,,2025-12-12T18:50:42.181588,1
P13,ล้างออกง่าย,Positive,Medium,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,6,,2025-12-12T18:50:42.181588,8
P13,ฟอง,Positive,Medium,ใช้ดีค่ะ กลิ่นหอมสะอาด ฟองไม่เยอะ ล้างง่าย เหมาะกับคนที่ไม่ได้ทำอาหารมันมาก อย่างเราส่วนใหญ่ทำอาหารคลีน ๆ จานไม่ค่อยมัน,6,,2025-12-12T18:50:42.181588,5
P13,ขจัดคราบมัน,Positive,Medium,เคยค่ะ ตอนอยู่บ้านแม่ ใช้ดีมาก ล้างมันออกหมดเลย แต่กลิ่นกับแพ็กเกจมันไม่เข้ากับครัวเรา (หัวเราะ) มันดูอุตสาหกรรมไปหน่อย,8,,2025-12-12T18:50:42.181588,2
P13,ขจัดคราบมัน,Positive,Medium,Sunlight จะพูดในเชิง lifestyle friendly ค่ะ “กลิ่นดี เข้ากับบ้าน” ส่วน LiponF จะพูดว่า “สูตรเข้มข้น ล้างมันออกดี” แต่จะไม่เน้นภาพ เพราะไม่เข้ากับ mood,16,,2025-12-12T18:50:42.181588,2
P14,ราคา,Negative,Medium,ที่นี่ส่วนใหญ่ใช้ Sunlight ครับ เพราะมันมีขายทั่วไป ในซูเปอร์มาร์เก็ต ทุกคนในหอรู้จัก และราคากลาง ๆ ไม่แพง,2,,2025-12-12T18:50:42.182647,7
P14,ราคา,Neutral,Medium,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,16,,2025-12-12T18:50:42.182647,7
P14,ล้างออกง่าย,Negative,Medium,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,10,,2025-12-12T18:50:42.182647,8
P14,ฟอง,Negative,Medium,อยากให้ล้างออกง่าย เพราะน้ำที่นี่แรงดันสูง ฟองเยอะเกินจะเปลืองน้ำ เราเลยเลือกสูตรฟองน้อย,10,,2025-12-12T18:50:42.182647,5
P14,คุ้มค่า,Positive,Medium,ตอนอยู่ไทยเคยครับ เข้มข้นมาก ล้างหม้อทอดได้สบาย แต่ที่นี่ไม่เห็นขาย ถ้ามีคงใช้แน่เพราะคุ้มกว่า,12,,2025-12-12T18:50:42.182647,3
P14,กลิ่นหอม,Mixed,Medium,แบรนด์ท้องถิ่นบางตัวเน้นกลิ่นหอมแรงๆ แต่ Sunlight ดูสมดุลกว่า สะอาด หอมแบบธรรมชาติ เหมาะกับหอที่มีคนหลายเชื้อชาติ,14,,2025-12-12T18:50:42.182647,1
P14,แพ็กเกจ,Neutral,Medium,ราคากับกลิ่นครับ ขวดขนาดกลางจะสะดวกสุด เพราะห้องครัวเล็ก ถ้าขวดใหญ่ไปไม่มีที่วาง,16,,2025-12-12T18:50:42.182647,9
P14,แพ็กเกจ,Positive,Medium,สนใจครับ เพราะที่นี่เขาแยกขยะจริงจัง ถ้ามี refill หรือ ขวดรีไซเคิลได้จะรู้สึกดีมาก,22,,2025-12-12T18:50:42.182647,9
P15,มือไม่แห้ง,Neutral,High,ตอนนี้ใช้ Sunlight สูตรอ่อนโยนต่อมือค่ะ เคยลองหลายยี่ห้อแต่ส่วนใหญ่จะทำให้มือแห้ง แพ้ง่ายมาก,2,,2025-12-12T18:50:42.183160,6
P15,มือไม่แห้ง,Neutral,High,ดู ingredient ค่ะ ถ้ามีคำว่า SLS หรือ alcohol เยอะ ๆ จะเลี่ยงเลย แล้วก็ดูว่ามี vitamin E หรือ aloe vera มั้ย พวกนี้ช่วยให้มือไม่แห้ง,6,,2025-12-12T18:50:42.183160,6
P15,มือไม่แห้ง,Mixed,High,เคยค่ะ ล้างดีมาก แต่แรงไปนิด มือแห้งค่ะ ถ้าใช้ต้องใส่ถุงมือทุกครั้ง,8,,2025-12-12T18:50:42.183160,6
P15,กลิ่นหอม,Positive,Medium,Sunlight สูตรอ่อนโยนมันฟองไม่เยอะ ล้างง่าย ไม่รู้สึกคันหลังล้าง แล้วกลิ่นหอมสะอาดแบบธรรมชาติ รู้สึกสบายใจเวลาล้าง,10,,2025-12-12T18:50:42.183160,1
P15,ล้างออกง่าย,Positive,Medium,Sunlight สูตรอ่อนโยนมันฟองไม่เยอะ ล้างง่าย ไม่รู้สึกคันหลังล้าง แล้วกลิ่นหอมสะอาดแบบธรรมชาติ รู้สึกสบายใจเวลาล้าง,10,,2025-12-12T18:50:42.183160,8
P15,ฟอง,Positive,Medium,Sunlight สูตรอ่อนโยนมันฟองไม่เยอะ ล้างง่าย ไม่รู้สึกคันหลังล้าง แล้วกลิ่นหอมสะอาดแบบธรรมชาติ รู้สึกสบายใจเวลาล้าง,10,,2025-12-12T18:50:42.183160,5
P15,ฟอง,Mixed,Medium,ถ้าฟองเยอะเกินไปจะไม่ชอบ เพราะต้องใช้น้ำเยอะล้างออก บางทีฟองติดมือแล้วรู้สึกแสบ,16,,2025-12-12T18:50:42.183160,5
P15,แพ็กเกจ,Neutral,Medium,ลองแน่นอนเลยค่ะ ขอแค่อ่อนโยนจริง ไม่ใช่เขียนข้างขวดเฉย ๆ ถ้ามี dermatologist tested จะเชื่อถือมากขึ้น,18,,2025-12-12T18:50:42.183160,9
P15,ขจัดคราบมัน,Mixed,Medium,LiponF = เข้มข้น ล้างมันดี แต่แรง Sunlight = อ่อนโยน ใช้ง่าย เหมาะกับผู้หญิงทำงานแบบเรา,20,,2025-12-12T18:50:42.183160,2
P16,ปลอดภัย,Neutral,High,ตอนนี้ใช้ของ Sunlight สูตรออร์แกนิกค่ะ แต่ไม่ใช่สูตรปกติ เพราะต้องใช้ล้างขวดนมลูกด้วย ต้องแน่ใจว่าไม่เหลือสารตกค้าง,2,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Positive,High,เคยลองแบรนด์สำหรับเด็กโดยเฉพาะค่ะ แต่ราคาสูงมาก พอมาเจอ Sunlight สูตรธรรมชาติก็รู้สึกว่าเป็นจุดกลางที่ดี สะอาด แต่ยังปลอดภัย,6,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Positive,High,รู้สึกสะอาดดีค่ะ กลิ่นอ่อน ไม่เคมี พอล้างแล้วเอาไปต้มต่อ ไม่มีกลิ่นเหลือเลย มั่นใจว่าปลอดภัย,10,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Mixed,High,เคยตอนก่อนมีลูกค่ะ ล้างมันดีมาก แต่แรงไปสำหรับขวดนม รู้สึกกลัวสารตกค้างเลยเปลี่ยน,12,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Positive,High,ดูคำว่า “ปลอดภัยสำหรับเด็ก” หรือ “ผ่านการทดสอบแพทย์” ก่อนเลยค่ะ ถ้ามี certification เช่น Dermatologist หรือ Food Contact Safe ยิ่งมั่นใจ,14,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Positive,High,จะบอกว่า เพราะลูกเอาขวดนมเข้าปากทุกวัน สารตกค้างนิดเดียวก็ไม่คุ้มเลย ดีกว่าป้องกันไว้ก่อน,18,,2025-12-12T18:50:42.183670,4
P16,ปลอดภัย,Positive,High,บอกว่า Sunlight สูตรออร์แกนิกค่ะ เพราะใช้กับขวดนมได้ สะอาด ปลอดภัย ราคากลางๆ ไม่ต้องซื้อสองแบบ,20,,2025-12-12T18:50:42.183670,4
P16,แพ็กเกจ,Neutral,High,ตอนนี้ใช้ของ Sunlight สูตรออร์แกนิกค่ะ แต่ไม่ใช่สูตรปกติ เพราะต้องใช้ล้างขวดนมลูกด้วย ต้องแน่ใจว่าไม่เหลือสารตกค้าง,2,,2025-12-12T18:50:42.183670,9
P16,แพ็กเกจ,Neutral,High,เพราะก่อนคลอดก็หาข้อมูลเยอะ หลายคนบอกว่าน้ำยาล้างจานทั่วไปมีสารเคมีตกค้าง เลยเลือกสูตรที่เขียนว่า “ล้างขวดนมได้” หรือ “food-grade” ไว้ก่อนเลย,4,,2025-12-12T18:50:42.183670,9
P16,แพ็กเกจ,Mixed,High,เคยตอนก่อนมีลูกค่ะ ล้างมันดีมาก แต่แรงไปสำหรับขวดนม รู้สึกกลัวสารตกค้างเลยเปลี่ยน,12,,2025-12-12T18:50:42.183670,9
P16,แพ็กเกจ,Positive,High,สนใจแน่นอนค่ะ เพราะตอนนี้ยังต้องซื้อน้ำยาล้างขวดนมแยกจากน้ำยาล้างจาน ถ้ามีสูตรเดียวใช้ได้ทั้งสองจะสะดวกมาก,16,,2025-12-12T18:50:42.183670,9
P16,แพ็กเกจ,Positive,High,จะบอกว่า เพราะลูกเอาขวดนมเข้าปากทุกวัน สารตกค้างนิดเดียวก็ไม่คุ้มเลย ดีกว่าป้องกันไว้ก่อน,18,,2025-12-12T18:50:42.183670,9
P16,แพ็กเกจ,Positive,High,บอกว่า Sunlight สูตรออร์แกนิกค่ะ เพราะใช้กับขวดนมได้ สะอาด ปลอดภัย ราคากลางๆ ไม่ต้องซื้อสองแบบ,20,,2025-12-12T18:50:42.183670,9
P16,ราคา,Positive,Medium,เคยลองแบรนด์สำหรับเด็กโดยเฉพาะค่ะ แต่ราคาสูงมาก พอมาเจอ Sunlight สูตรธรรมชาติก็รู้สึกว่าเป็นจุดกลางที่ดี สะอาด แต่ยังปลอดภัย,6,,2025-12-12T18:50:42.183670,7
P16,ราคา,Positive,Medium,บอกว่า Sunlight สูตรออร์แกนิกค่ะ เพราะใช้กับขวดนมได้ สะอาด ปลอดภัย ราคากลางๆ ไม่ต้องซื้อสองแบบ,20,,2025-12-12T18:50:42.183670,7
P16,ล้างออกง่าย,Neutral,Medium,มากค่ะ ต้องแช่ก่อน ใช้แปรงเฉพาะ แล้วล้างซ้ำหลายรอบ น้ำยาต้องล้างออกง่าย ไม่เหลือฟองหรือกลิ่นเลย,8,,2025-12-12T18:50:42.183670,8
P16,ฟอง,Neutral,Medium,มากค่ะ ต้องแช่ก่อน ใช้แปรงเฉพาะ แล้วล้างซ้ำหลายรอบ น้ำยาต้องล้างออกง่าย ไม่เหลือฟองหรือกลิ่นเลย,8,,2025-12-12T18:50:42.183670,5
P16,ขจัดคราบมัน,Mixed,Medium,เคยตอนก่อนมีลูกค่ะ ล้างมันดีมาก แต่แรงไปสำหรับขวดนม รู้สึกกลัวสารตกค้างเลยเปลี่ยน,12,,2025-12-12T18:50:42.183670,2
P16,คุ้มค่า,Positive,Medium,จะบอกว่า เพราะลูกเอาขวดนมเข้าปากทุกวัน สารตกค้างนิดเดียวก็ไม่คุ้มเลย ดีกว่าป้องกันไว้ก่อน,18,,2025-12-12T18:50:42.183670,3
P17,คุ้มค่า,Neutral,High,ส่วนใหญ่ใช้ LiponF ค่ะ ซื้อแบบแกลลอนใหญ่ ใช้คุ้ม ล้างจานหม้อแก้วได้หมด ไม่ต้องบีบเยอะ,2,,2025-12-12T18:50:42.183670,3
P17,คุ้มค่า,Positive,High,LiponF = เข้มข้น ล้างมัน คุ้ม Sunlight = กลิ่นดี แต่เหมาะกับบ้านมากกว่า ไม่เหมาะกับงานเร่งๆ แบบคอนโด,20,,2025-12-12T18:50:42.183670,3
P17,คุ้มค่า,Positive,High,LiponF เลยค่ะ เพราะคุ้ม ล้างมันดี ล้างไว ฟองน้อย,22,,2025-12-12T18:50:42.183670,3
P17,กลิ่นหอม,Positive,Medium,เคยค่ะ กลิ่นหอมดีแต่เปลืองกว่า ต้องบีบเยอะ ถึงจะล้างมันออกหมด เลยกลับมาใช้ LiponF,6,,2025-12-12T18:50:42.183670,1
P17,ขจัดคราบมัน,Positive,High,เคยค่ะ กลิ่นหอมดีแต่เปลืองกว่า ต้องบีบเยอะ ถึงจะล้างมันออกหมด เลยกลับมาใช้ LiponF,6,,2025-12-12T18:50:42.183670,2
P17,ขจัดคราบมัน,Positive,High,LiponF = เข้มข้น ล้างมัน คุ้ม Sunlight = กลิ่นดี แต่เหมาะกับบ้านมากกว่า ไม่เหมาะกับงานเร่งๆ แบบคอนโด,20,,2025-12-12T18:50:42.183670,2
P17,ขจัดคราบมัน,Positive,High,LiponF เลยค่ะ เพราะคุ้ม ล้างมันดี ล้างไว ฟองน้อย,22,,2025-12-12T18:50:42.183670,2
P17,ฟอง,Neutral,High,ถ้าวันที่แขกเยอะ 5–6 ห้อง ก็ประมาณ 20–30 ชุดได้ค่ะ เลยต้องใช้น้ำยาที่ล้างไว ไม่เปลืองน้ำ ไม่ต้องรอฟองหาย,8,,2025-12-12T18:50:42.183670,5
P17,ฟอง,Mixed,High,มีค่ะ ถ้าฟองเยอะจะล้างออกยาก เสียเวลา บางทีต้องล้างแก้วไวน์หรือถ้วยกาแฟให้ใส ถ้ามีฟองเหลือจะดูไม่สะอาด,10,,2025-12-12T18:50:42.183670,5
P17,ฟอง,Positive,High,LiponF เลยค่ะ เพราะคุ้ม ล้างมันดี ล้างไว ฟองน้อย,22,,2025-12-12T18:50:42.183670,5
