interview_id,theme_name,theme_category,sentiment,confidence,importance_level,quote_sample,turn_number,transcript_id,reasoning,analyst_notes,created_at,theme_id
P5,แพ็กเกจ / ขวด / ดีไซน์,Aesthetic,Mixed,0.75,High,จำได้ค่ะ Sunlight จะดูสดใส สะอาด แต่รู้สึกว่ามัน mass มากไปหน่อย ส่วน LiponF จะดูบ้าน ๆ เหมือนของคนรุ่นพ่อแม่,8,130,ผู้ตอบมีความรู้สึกที่ดีต่อดีไซน์ของ Sunlight แต่มีความรู้สึกเชิงลบเกี่ยวกับความเป็นมวลชนของมัน และรู้สึกไม่ดีต่อดีไซน์ของ LiponF ที่ดูบ้าน ๆ,,2025-12-12T19:05:34.001783,31
P5,แพ็กเกจ / ขวด / ดีไซน์,Packaging,Negative,0.9,High,ขาดความจริงใจเรื่อง sustainability ค่ะ เหมือนเขาพูดว่า eco แต่ยังใช้ขวดพลาสติกเดิม ๆ ไม่มี refill station จริงจัง,12,134,ข้อความแสดงถึงความไม่พอใจและการวิจารณ์เกี่ยวกับความไม่จริงใจในเรื่องการรักษาสิ่งแวดล้อม โดยเฉพาะการใช้ขวดพลาสติกและการขาดสถานีเติมน้ำที่จริงจัง,,2025-12-12T19:05:34.001783,31
P5,คุ้มค่า / ประหยัด,Value,Mixed,0.75,High,จำได้ค่ะ Sunlight จะดูสดใส สะอาด แต่รู้สึกว่ามัน mass มากไปหน่อย ส่วน LiponF จะดูบ้าน ๆ เหมือนของคนรุ่นพ่อแม่,8,130,ผู้ตอบมีความรู้สึกที่ดีต่อ Sunlight แต่มีความรู้สึกเชิงลบเกี่ยวกับ LiponF ที่ดูไม่ทันสมัย,,2025-12-12T19:05:34.001783,5
P5,คุ้มค่า / ประหยัด,Value,Positive,0.8,High,ส่วนใหญ่ซื้อออนไลน์ค่ะ เพราะพวกแบรนด์ธรรมชาติมักไม่มีขายในห้างใหญ่ แล้วก็อ่านรีวิวเยอะก่อนซื้อ,18,140,ผู้ตอบแสดงความพึงพอใจในการซื้อออนไลน์และการค้นหาข้อมูลจากรีวิวก่อนการตัดสินใจซื้อ ซึ่งแสดงถึงความคุ้มค่าและการประหยัดเวลา,,2025-12-12T19:05:34.001783,5
P5,คุ้มค่า / ประหยัด,Value,Positive,0.8,High,เลือกสูตรอ่อนโยนค่ะ เพราะรู้สึกดีกว่าในระยะยาว ถึงจะต้องล้างเพิ่มก็โอเค,22,144,ผู้ตอบแสดงความพึงพอใจต่อการเลือกสูตรที่อ่อนโยนและยอมรับการล้างเพิ่มเพื่อผลลัพธ์ที่ดีในระยะยาว,,2025-12-12T19:05:34.001783,5
P5,ขจัดคราบมัน,Performance,Positive,0.8,Medium,ยอมรับว่าล้างมันยากกว่านิดนึง ต้องบีบเยอะกว่า แต่ก็ยอม เพราะรู้สึกดีกว่าที่ไม่ใช้สารแรง ๆ,10,132,ผู้ตอบยอมรับว่าล้างคราบมันยาก แต่ยังรู้สึกดีที่ไม่ใช้สารเคมีแรง ๆ แสดงถึงความพึงพอใจในทางเลือกที่ปลอดภัยกว่า,,2025-12-12T19:05:34.001783,2
P5,ราคา,Value,Positive,0.9,Medium,มีบ้าง แต่ถ้าของดีจริง ฉันยอมจ่ายแพงขึ้นได้นิดหน่อย เพราะมันรู้สึกว่าเราช่วยโลกด้วย,20,142,ผู้ตอบแสดงความเต็มใจที่จะจ่ายเงินมากขึ้นเพื่อสนับสนุนสินค้าที่มีคุณภาพและช่วยโลก ซึ่งแสดงถึงทัศนคติเชิงบวกต่อการใช้จ่ายเพื่อสิ่งที่ดี,,2025-12-12T19:05:34.001783,18
P5,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.9,Medium,เลือกสูตรอ่อนโยนค่ะ เพราะรู้สึกดีกว่าในระยะยาว ถึงจะต้องล้างเพิ่มก็โอเค,22,144,ผู้ตอบแสดงความพึงพอใจต่อการเลือกสูตรที่อ่อนโยนและรู้สึกว่ามันดีกว่าในระยะยาว แม้ว่าจะต้องล้างเพิ่ม แต่ก็ยอมรับได้,,2025-12-12T19:05:34.001783,17
P5,เปิดเผยส่วนผสม,Transparency,Positive,0.75,Medium,อยากให้ทำระบบ refill หรือให้ขวดคืนได้ในร้านสะดวกซื้อ เหมือนในต่างประเทศ แล้วก็อยากให้เปิดเผยส่วนผสมชัดเจนกว่านี้,24,146,ผู้ตอบแสดงความต้องการให้มีการปรับปรุงในด้านการรีฟิลและการเปิดเผยส่วนผสม ซึ่งแสดงถึงความสนใจและความหวังในสิ่งที่ดีขึ้น,,2025-12-12T19:05:34.001783,29
P6,ขจัดคราบมัน,Performance,Positive,0.8,High,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,2,150,ผู้ตอบแสดงความชื่นชอบในผลิตภัณฑ์ LiponF โดยบอกว่ามันเข้มข้นกว่าและมีการใช้บ่อยครั้ง,,2025-12-12T19:07:28.535579,2
P6,ขจัดคราบมัน,Performance,Positive,0.9,High,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,4,152,ข้อความแสดงถึงความพึงพอใจในการใช้งานผลิตภัณฑ์ โดยระบุว่าล้างได้ดีและประหยัดค่าใช้จ่ายเมื่อเปรียบเทียบกับแบรนด์ทั่วไป,,2025-12-12T19:07:28.535579,2
P6,ขจัดคราบมัน,Performance,Neutral,0.75,High,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,14,162,ข้อความมีการเปรียบเทียบผลิตภัณฑ์โดยไม่มีการแสดงความรู้สึกที่ชัดเจน ทั้งด้านบวกหรือลบ แต่มีการระบุว่าผลิตภัณฑ์เหมาะกับการใช้งานในบ้าน,,2025-12-12T19:07:28.535579,2
P6,ขจัดคราบมัน,Performance,Mixed,0.75,High,ถ้ามันช่วยลดเวลาได้จริง ผมโอเคเลยครับ เพราะเวลาคือเงิน แต่ต้องพิสูจน์ได้ ไม่ใช่แค่คำโฆษณา,16,164,ผู้ตอบมีความรู้สึกบวกต่อประโยชน์ที่อาจเกิดขึ้นจากการลดเวลา แต่ก็มีความกังวลเกี่ยวกับความน่าเชื่อถือของคำโฆษณา,,2025-12-12T19:07:28.535579,2
P6,ขจัดคราบมัน,Performance,Positive,0.8,High,อยากให้มีสูตรสำหรับร้านอาหารโดยเฉพาะ เข้มข้นกว่าแต่ปลอดภัยกับมือ แล้วก็อยากให้กลิ่นไม่แรงเกินไป,24,172,ผู้ตอบแสดงความต้องการในเชิงบวกต่อสูตรที่ปลอดภัยและไม่มีกลิ่นแรงเกินไป ซึ่งบ่งบอกถึงความพึงพอใจในคุณภาพที่ต้องการ,,2025-12-12T19:07:28.535579,2
P6,ขจัดคราบมัน,Performance,Positive,0.9,High,LiponF ครับ เพราะใช้มานาน ไม่เคยมีปัญหา คุ้มทั้งราคาและความสะอาด,26,174,ผู้ตอบแสดงความพึงพอใจต่อผลิตภัณฑ์ LiponF โดยระบุว่าใช้มานานและไม่เคยมีปัญหา ซึ่งแสดงถึงความเชื่อมั่นในคุณภาพและความคุ้มค่า,,2025-12-12T19:07:28.535579,2
P6,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,2,150,ผู้ตอบแสดงความชื่นชอบในผลิตภัณฑ์ LiponF โดยระบุว่ามีความเข้มข้นกว่าและเลือกใช้เป็นหลัก ซึ่งแสดงถึงความพึงพอใจและความคุ้มค่า,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,4,152,ข้อความแสดงถึงความพึงพอใจในด้านความคุ้มค่าและประสิทธิภาพของผลิตภัณฑ์ โดยระบุว่าการใช้ปริมาณน้อยสามารถทำความสะอาดได้มาก และยังประหยัดค่าใช้จ่ายเมื่อเปรียบเทียบกับแบรนด์ทั่วไป,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Negative,0.75,High,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ LiponF เหมือนเดิม,6,154,ผู้ตอบมีความไม่พอใจเกี่ยวกับกลิ่นของผลิตภัณฑ์แบรนด์โรงงานและรู้สึกว่ามีกลิ่นเคมีติดหลังการใช้งาน ซึ่งทำให้กลับมาใช้ LiponF ที่เคยใช้มาก่อน,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ราคาต่อปริมาณกับคุณภาพ คือต้องคุ้ม ถ้าเจอโปรซื้อยกลังเลย ร้านเราใช้หมดเร็ว,8,156,ข้อความแสดงถึงความพึงพอใจในเรื่องของราคาที่คุ้มค่าและคุณภาพที่ดี โดยเฉพาะเมื่อมีโปรโมชั่นซื้อยกลัง ซึ่งแสดงถึงการประหยัดและความคุ้มค่าในการใช้สินค้า,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Negative,0.75,High,อยากได้แบบหัวปั๊มหรือถังเติมได้ พนักงานไม่ต้องเทจากขวดใหญ่ให้หก เสียของ,10,158,ข้อความแสดงความไม่พอใจเกี่ยวกับการที่พนักงานต้องเทจากขวดใหญ่ ซึ่งทำให้เกิดการสูญเสียและไม่สะดวก,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Neutral,0.7,High,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,14,162,ข้อความมีการแสดงความคิดเห็นเกี่ยวกับผลิตภัณฑ์โดยไม่มีการแสดงความรู้สึกที่ชัดเจนในเชิงบวกหรือลบ แต่เน้นที่ความเหมาะสมในการใช้งาน,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Mixed,0.75,High,ถ้ามันช่วยลดเวลาได้จริง ผมโอเคเลยครับ เพราะเวลาคือเงิน แต่ต้องพิสูจน์ได้ ไม่ใช่แค่คำโฆษณา,16,164,ผู้ตอบมีความเห็นเชิงบวกเกี่ยวกับการลดเวลาและความคุ้มค่า แต่ยังมีความกังวลเกี่ยวกับการพิสูจน์ความสามารถของผลิตภัณฑ์,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Positive,0.8,High,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,18,166,ผู้ตอบแสดงความเชื่อมั่นในผลิตภัณฑ์ LiponF ว่าเป็นของคนไทยที่ไว้ใจได้ และมีความเห็นว่าผลิตภัณฑ์ Sunlight เปลืองกว่า ซึ่งแสดงถึงความชื่นชอบในความคุ้มค่าและประหยัด,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Neutral,0.75,High,มีครับ ถ้าฟองเยอะไปมันล้างออกยาก เปลืองน้ำอีก อยากให้ฟองกำลังดี ล้างสองรอบพอ,20,168,ข้อความแสดงถึงความคิดเห็นที่เป็นกลางเกี่ยวกับปริมาณฟองและการใช้น้ำ โดยไม่มีการแสดงความพึงพอใจหรือไม่พอใจอย่างชัดเจน,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,ใช้แน่นอนครับ เพราะซื้อง่ายกว่า เก็บง่าย ลดขยะขวดพลาสติกด้วย ถ้ามีบริการส่งถึงร้านยิ่งดี,22,170,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ที่สะดวกและช่วยลดขยะพลาสติก พร้อมแสดงความต้องการบริการที่สะดวกยิ่งขึ้น,,2025-12-12T19:07:28.535579,5
P6,คุ้มค่า / ประหยัด,Value,Positive,0.9,High,LiponF ครับ เพราะใช้มานาน ไม่เคยมีปัญหา คุ้มทั้งราคาและความสะอาด,26,174,ข้อความแสดงถึงความพึงพอใจในการใช้ LiponF โดยระบุว่ามีความคุ้มค่าในด้านราคาและคุณภาพความสะอาด ไม่มีปัญหาในการใช้งาน,,2025-12-12T19:07:28.535579,5
P6,ฟอง,Performance,Positive,0.8,Medium,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,2,150,ผู้ตอบแสดงความชื่นชอบในผลิตภัณฑ์ LiponF และมีความพึงพอใจในความเข้มข้นของผลิตภัณฑ์,,2025-12-12T19:07:28.535579,13
P6,ฟอง,Performance,Neutral,0.75,Medium,มีครับ ถ้าฟองเยอะไปมันล้างออกยาก เปลืองน้ำอีก อยากให้ฟองกำลังดี ล้างสองรอบพอ,20,168,ผู้ตอบแสดงความคิดเห็นเกี่ยวกับปริมาณฟองที่เหมาะสมในการล้าง โดยไม่มีการแสดงความรู้สึกเชิงบวกหรือเชิงลบชัดเจน,,2025-12-12T19:07:28.535579,13
P6,ราคา,Value,Positive,0.9,Medium,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,4,152,ข้อความแสดงถึงความพึงพอใจในด้านประสิทธิภาพการใช้งานและความคุ้มค่า ราคาที่ต่ำกว่าทำให้รู้สึกประหยัดและมีคุณภาพดีกว่าแบรนด์ทั่วไป,,2025-12-12T19:07:28.535579,18
P6,ราคา,Value,Positive,0.8,Medium,ราคาต่อปริมาณกับคุณภาพ คือต้องคุ้ม ถ้าเจอโปรซื้อยกลังเลย ร้านเราใช้หมดเร็ว,8,156,ผู้ตอบแสดงความพึงพอใจเกี่ยวกับความคุ้มค่าและการใช้สินค้าในปริมาณมาก ซึ่งบ่งบอกถึงความพอใจในราคาและคุณภาพ,,2025-12-12T19:07:28.535579,18
P6,กลิ่นหอม,Sensory,Negative,0.75,High,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ LiponF เหมือนเดิม,6,154,ผู้ตอบมีความไม่พอใจต่อกลิ่นเคมีที่ติดหลังการล้าง และเลือกกลับมาใช้ผลิตภัณฑ์ที่เคยใช้มากกว่า,,2025-12-12T19:07:28.535579,1
P6,กลิ่นหอม,Sensory,Neutral,0.75,High,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,14,162,ข้อความมีการกล่าวถึงกลิ่นหอมในเชิงบวก แต่ยังมีการเปรียบเทียบที่ทำให้รู้สึกว่ากลิ่นนั้นเหมาะกับการใช้งานในบ้านมากกว่า ซึ่งทำให้ความรู้สึกโดยรวมไม่ชัดเจน,,2025-12-12T19:07:28.535579,1
P6,กลิ่นหอม,Sensory,Mixed,0.75,High,อยากให้มีสูตรสำหรับร้านอาหารโดยเฉพาะ เข้มข้นกว่าแต่ปลอดภัยกับมือ แล้วก็อยากให้กลิ่นไม่แรงเกินไป,24,172,ผู้ตอบมีความต้องการที่จะปรับปรุงสูตรให้เข้มข้นและปลอดภัย แต่ก็มีข้อกังวลเกี่ยวกับความแรงของกลิ่น ซึ่งแสดงถึงความรู้สึกที่หลากหลาย,,2025-12-12T19:07:28.535579,1
P6,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Negative,0.75,Medium,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ LiponF เหมือนเดิม,6,154,ผู้ตอบมีความไม่พอใจต่อกลิ่นของผลิตภัณฑ์ที่ถูกกว่าและรู้สึกว่ามีกลิ่นเคมีติดหลังการล้าง ทำให้กลับมาใช้ผลิตภัณฑ์เดิม,,2025-12-12T19:07:28.535579,11
P6,ปลอดภัย / ไม่มีสารตกค้าง,Safety,Positive,0.8,Medium,อยากให้มีสูตรสำหรับร้านอาหารโดยเฉพาะ เข้มข้นกว่าแต่ปลอดภัยกับมือ แล้วก็อยากให้กลิ่นไม่แรงเกินไป,24,172,ผู้ตอบแสดงความต้องการที่จะมีสูตรที่ปลอดภัยและเข้มข้นสำหรับร้านอาหาร ซึ่งบ่งบอกถึงความสนใจในคุณภาพและความปลอดภัย,,2025-12-12T19:07:28.535579,11
P6,แพ็กเกจ / ขวด / ดีไซน์,Design,Negative,0.9,High,อยากได้แบบหัวปั๊มหรือถังเติมได้ พนักงานไม่ต้องเทจากขวดใหญ่ให้หก เสียของ,10,158,ข้อความแสดงความไม่พอใจเกี่ยวกับการใช้งานของผลิตภัณฑ์ โดยเฉพาะปัญหาที่เกิดจากการเทของจากขวดใหญ่ที่ทำให้เสียของ,,2025-12-12T19:07:28.535579,31
P6,แพ็กเกจ / ขวด / ดีไซน์,Design,Positive,0.8,High,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,18,166,ผู้ตอบแสดงความเชื่อมั่นในผลิตภัณฑ์ LiponF ว่าเป็นของคนไทยและไว้วางใจได้ โดยเปรียบเทียบกับ Sunlight ที่มีสีสันมากกว่าแต่รู้สึกว่าเปลืองกว่า,,2025-12-12T19:07:28.535579,31
P6,แพ็กเกจ / ขวด / ดีไซน์,Packaging / Design,Positive,0.9,High,ใช้แน่นอนครับ เพราะซื้อง่ายกว่า เก็บง่าย ลดขยะขวดพลาสติกด้วย ถ้ามีบริการส่งถึงร้านยิ่งดี,22,170,ข้อความแสดงถึงความพึงพอใจในการใช้งานแพ็กเกจที่ซื้อง่ายและเก็บง่าย พร้อมทั้งมีการลดขยะพลาสติก ซึ่งเป็นแนวทางที่ดีต่อสิ่งแวดล้อม นอกจากนี้ยังมีข้อเสนอแนะที่สร้างสรรค์เกี่ยวกับบริการส่งถึงร้าน,,2025-12-12T19:07:28.535579,31
P6,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentle on Hands,Neutral,0.75,Medium,พนักงานเคยบ่นครับ แต่ผมก็บอกให้ใส่ถุงมือ ส่วนตัวผมไม่ได้ซีเรียสเรื่องนี้เท่าไหร่ ขอให้ล้างมันออกเร็วเป็นพอ,12,160,ผู้ตอบแสดงความไม่ซีเรียสเกี่ยวกับปัญหาที่เกิดขึ้นและมีการเสนอวิธีแก้ไข แต่ไม่มีการแสดงอารมณ์ที่ชัดเจนทั้งในทางบวกหรือลบ,,2025-12-12T19:07:28.535579,17
P6,มือไม่แห้ง / อ่อนโยนต่อมือ,Gentleness,Positive,0.8,Medium,อยากให้มีสูตรสำหรับร้านอาหารโดยเฉพาะ เข้มข้นกว่าแต่ปลอดภัยกับมือ แล้วก็อยากให้กลิ่นไม่แรงเกินไป,24,172,ข้อความแสดงถึงความต้องการในเชิงบวกเกี่ยวกับสูตรที่ปลอดภัยและไม่มีกลิ่นแรงเกินไป ซึ่งสะท้อนถึงความใส่ใจต่อคุณภาพและความปลอดภัย,,2025-12-12T19:07:28.535579,17
P6,ล้างออกง่าย,Easy Rinse,Neutral,0.75,Medium,พนักงานเคยบ่นครับ แต่ผมก็บอกให้ใส่ถุงมือ ส่วนตัวผมไม่ได้ซีเรียสเรื่องนี้เท่าไหร่ ขอให้ล้างมันออกเร็วเป็นพอ,12,160,ข้อความแสดงถึงความไม่ซีเรียสและการแก้ไขปัญหา แต่ไม่มีการแสดงความรู้สึกที่ชัดเจนในเชิงบวกหรือลบ,,2025-12-12T19:07:28.535579,20
P6,ล้างออกง่าย,Performance,Neutral,0.75,Medium,มีครับ ถ้าฟองเยอะไปมันล้างออกยาก เปลืองน้ำอีก อยากให้ฟองกำลังดี ล้างสองรอบพอ,20,168,ข้อความแสดงถึงความคิดเห็นที่เป็นกลางเกี่ยวกับฟองและการล้างออก โดยมีการเสนอแนะให้ฟองอยู่ในระดับที่พอเหมาะ แต่ไม่มีการแสดงความรู้สึกเชิงบวกหรือเชิงลบที่ชัดเจน,,2025-12-12T19:07:28.535579,20
P6,สิ่งแวดล้อม,Environmental,Positive,0.9,Medium,ใช้แน่นอนครับ เพราะซื้อง่ายกว่า เก็บง่าย ลดขยะขวดพลาสติกด้วย ถ้ามีบริการส่งถึงร้านยิ่งดี,22,170,ข้อความแสดงถึงความพึงพอใจในการใช้ผลิตภัณฑ์ที่สะดวกและช่วยลดขยะพลาสติก พร้อมแสดงความหวังว่าจะมีบริการส่งถึงร้าน ซึ่งบ่งบอกถึงความคิดเชิงบวกต่อสิ่งแวดล้อม,,2025-12-12T19:07:28.535579,25
P7,กลิ่นหอม,Sensory,Neutral,0.75,High,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,2,176,ข้อความไม่ได้แสดงความรู้สึกชัดเจนเกี่ยวกับกลิ่นหอม แต่เพียงแค่บอกถึงการใช้ผลิตภัณฑ์ที่มีโลโก้และไม่แน่ใจในสูตร ทำให้ความรู้สึกโดยรวมเป็นกลาง,,2025-12-12T19:09:41.157900,1
P7,กลิ่นหอม,Sensory,Neutral,0.75,High,มีบ้างค่ะ กลิ่นต้องไม่แรง เพราะบางทีต้องล้างใกล้ๆ โซนเตรียมอาหาร กลัวกลิ่นแรงจะไปโดนอาหาร,8,182,ข้อความแสดงถึงความกังวลเกี่ยวกับกลิ่นที่อาจมีผลกระทบต่ออาหาร แต่ไม่มีการแสดงความรู้สึกเชิงบวกหรือลบที่ชัดเจน,,2025-12-12T19:09:41.157900,1
P7,กลิ่นหอม,Sensory,Mixed,0.75,High,ดูสะอาด ดูหอม แต่ไม่ค่อยนึกถึงในโรงแรม มันดูเป็นแบรนด์สำหรับใช้ในบ้านมากกว่า,18,192,ผู้ตอบมีความรู้สึกเชิงบวกต่อกลิ่นหอมและความสะอาด แต่มีความเห็นเชิงลบเกี่ยวกับการใช้ในโรงแรม ทำให้เกิดความรู้สึกที่หลากหลาย,,2025-12-12T19:09:41.157900,1
P7,กลิ่นหอม,Sensory,Mixed,0.75,High,ดูเหมือนของมืออาชีพ ใช้ในร้านอาหาร โรงแรม เชื่อถือได้ แต่กลิ่นกับฟองยังเยอะไปหน่อย,20,194,ข้อความมีความรู้สึกเชิงบวกเกี่ยวกับคุณภาพและความเชื่อถือได้ แต่มีความกังวลเกี่ยวกับกลิ่นและฟองที่มากเกินไป,,2025-12-12T19:09:41.157900,1
P7,กลิ่นหอม,Sensory,Positive,0.85,High,อยากได้แบบเข้มข้นแต่ล้างออกง่าย ฟองน้อย กลิ่นอ่อน และล้างแล้วแก้วใสเงาเลย จะดีมาก,22,196,ผู้ตอบแสดงความต้องการในเชิงบวกเกี่ยวกับผลิตภัณฑ์ โดยระบุถึงคุณสมบัติที่ต้องการซึ่งแสดงถึงความพึงพอใจต่อกลิ่นและผลลัพธ์ที่ต้องการ,,2025-12-12T19:09:41.157900,1
P7,คุ้มค่า / ประหยัด,Value,Neutral,0.7,High,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,2,176,ข้อความไม่ได้แสดงความรู้สึกที่ชัดเจนเกี่ยวกับความคุ้มค่า หรือประหยัด แต่เพียงแค่บอกถึงการใช้ของที่โรงแรมจัดให้ โดยไม่มีการแสดงความพึงพอใจหรือไม่พอใจ,,2025-12-12T19:09:41.157900,5
P7,คุ้มค่า / ประหยัด,Value,Negative,0.9,High,อยากให้มีหัวปั๊มหรือหัวจ่ายอัตโนมัติค่ะ ตอนนี้ต้องเทใส่ถังเอง บางทีก็หก เปลืองของ,12,186,ผู้ตอบแสดงความไม่พอใจเกี่ยวกับการใช้งานปั๊มที่ต้องเทใส่ถังเอง ซึ่งทำให้เกิดความยุ่งยากและสิ้นเปลือง,,2025-12-12T19:09:41.157900,5
P7,คุ้มค่า / ประหยัด,Value,Positive,0.8,High,สนใจค่ะ ถ้ามันช่วยลดเวลาล้างได้จริง เพราะเราต้องแข่งกับเวลาในช่วงเร่งด่วนตอนเที่ยง,16,190,ผู้ตอบแสดงความสนใจในผลิตภัณฑ์ที่สามารถช่วยลดเวลาในการทำงาน ซึ่งแสดงถึงความคาดหวังในด้านความคุ้มค่าและประหยัดเวลา,,2025-12-12T19:09:41.157900,5
P7,แพ็กเกจ / ขวด / ดีไซน์,Packaging,Neutral,0.7,High,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,2,176,ข้อความไม่ได้แสดงความรู้สึกที่ชัดเจนเกี่ยวกับผลิตภัณฑ์ แต่เพียงแค่บรรยายถึงสิ่งที่พบเห็นในโรงแรม,,2025-12-12T19:09:41.157900,31
P7,แพ็กเกจ / ขวด / ดีไซน์,Design,Negative,0.9,High,อยากให้มีหัวปั๊มหรือหัวจ่ายอัตโนมัติค่ะ ตอนนี้ต้องเทใส่ถังเอง บางทีก็หก เปลืองของ,12,186,ผู้ตอบแสดงความไม่พอใจเกี่ยวกับการใช้งานปัจจุบันที่ต้องเทใส่ถังเอง ซึ่งทำให้เกิดความยุ่งยากและสิ้นเปลือง,,2025-12-12T19:09:41.157900,31
P7,แพ็กเกจ / ขวด / ดีไซน์,Packaging,Mixed,0.75,High,ดูสะอาด ดูหอม แต่ไม่ค่อยนึกถึงในโรงแรม มันดูเป็นแบรนด์สำหรับใช้ในบ้านมากกว่า,18,192,ข้อความมีทั้งความชื่นชมในด้านความสะอาดและกลิ่น แต่ก็มีความเห็นเชิงลบเกี่ยวกับการไม่เหมาะสมในการใช้ในโรงแรม ทำให้ความรู้สึกโดยรวมเป็นแบบผสม,,2025-12-12T19:09:41.157900,31
P7,ขจัดคราบมัน,Performance,Negative,0.9,High,ความเงา ต้องไม่มีคราบมันหรือคราบน้ำเลยค่ะ โดยเฉพาะแก้วไวน์ ถ้ามีรอยนิดเดียว หัวหน้าก็ให้ล้างใหม่,4,178,ข้อความแสดงถึงความไม่พอใจเกี่ยวกับการมีคราบมันและความเข้มงวดในการทำความสะอาด ซึ่งบ่งบอกถึงความเครียดหรือความไม่พอใจในสถานการณ์,,2025-12-12T19:09:41.157900,2
