transcript_id,interview_id,turn_number,speaker,text,timestamp_seconds,language,created_at
144,P5,22,Respondent,เลือกสูตรอ่อนโยนค่ะ เพราะรู้สึกดีกว่าในระยะยาว ถึงจะต้องล้างเพิ่มก็โอเค,,th,2025-12-12T19:05:10.279221
145,P5,23,Interviewer,แล้วมีอะไรที่คุณอยากให้แบรนด์ปรับไหมคะ?,,th,2025-12-12T19:05:18.175825
146,P5,24,Respondent,อยากให้ทำระบบ refill หรือให้ขวดคืนได้ในร้านสะดวกซื้อ เหมือนในต่างประเทศ แล้วก็อยากให้เปิดเผยส่วนผสมชัดเจนกว่านี้,,th,2025-12-12T19:05:18.175825
147,P5,25,Interviewer,สุดท้าย ถ้ามีเพื่อนมาถามว่า “ทำไมน้ำยาล้างจานถึงสำคัญกับเรื่องสิ่งแวดล้อม?” คุณจะตอบว่าอะไรคะ?,,th,2025-12-12T19:05:24.992916
148,P5,26,Respondent,เพราะมันคือของที่เราใช้ทุกวัน ถ้ามีสารตกค้างลงท่อทุกวันก็สะสมในน้ำ ในดิน ถ้าเราเลือกของที่ย่อยสลายได้ มันช่วยมากในภาพรวมค่ะ,,th,2025-12-12T19:05:24.992916
149,P6,1,Interviewer,ที่ร้านใช้น้ำยาล้างจานยี่ห้ออะไรอยู่ตอนนี้คะ?,,th,2025-12-12T19:05:34.002819
150,P6,2,Respondent,ส่วนใหญ่ใช้ LiponF ครับ บางทีมีโปรของ Sunlight ก็ซื้อไว้บ้าง แต่หลัก ๆ คือ LiponF เพราะเข้มข้นกว่า,,th,2025-12-12T19:05:34.002819
151,P6,3,Interviewer,เพราะอะไรถึงเลือก LiponF เป็นหลักครับ?,,th,2025-12-12T19:05:44.402606
152,P6,4,Respondent,ใช้ปริมาณน้อยแต่ล้างได้เยอะ ล้างหม้อกระทะมัน ๆ ก็ออกดี มันประหยัดกว่า เวลาซื้อเป็นแกลลอน ราคาต่อจานต่ำกว่าพวกแบรนด์ทั่วไป,,th,2025-12-12T19:05:44.402606
153,P6,5,Interviewer,แล้วเคยลองแบรนด์อื่นไหมคะ?,,th,2025-12-12T19:05:54.253223
154,P6,6,Respondent,ลองครับ พวกแบรนด์โรงงาน ถูกกว่าอีกแต่กลิ่นแรงมาก ล้างเสร็จเหมือนยังมีกลิ่นเคมีติด เลยกลับมาใช้ LiponF เหมือนเดิม,,th,2025-12-12T19:05:54.253223
155,P6,7,Interviewer,แล้วเวลาซื้อดูจากอะไรเป็นหลักครับ?,,th,2025-12-12T19:06:03.891211
156,P6,8,Respondent,ราคาต่อปริมาณกับคุณภาพ คือต้องคุ้ม ถ้าเจอโปรซื้อยกลังเลย ร้านเราใช้หมดเร็ว,,th,2025-12-12T19:06:03.891211
157,P6,9,Interviewer,แล้วในแง่ของความสะดวก อะไรที่สำคัญกับคุณมากที่สุดคะ?,,th,2025-12-12T19:06:11.389469
158,P6,10,Respondent,อยากได้แบบหัวปั๊มหรือถังเติมได้ พนักงานไม่ต้องเทจากขวดใหญ่ให้หก เสียของ,,th,2025-12-12T19:06:11.389469
159,P6,11,Interviewer,เคยมีปัญหาเรื่องมือแห้งหรือระคายเคืองไหมคะ?,,th,2025-12-12T19:06:17.906264
160,P6,12,Respondent,พนักงานเคยบ่นครับ แต่ผมก็บอกให้ใส่ถุงมือ ส่วนตัวผมไม่ได้ซีเรียสเรื่องนี้เท่าไหร่ ขอให้ล้างมันออกเร็วเป็นพอ,,th,2025-12-12T19:06:17.906264
161,P6,13,Interviewer,ระหว่าง LiponF กับ Sunlight คุณมองความต่างยังไงครับ?,,th,2025-12-12T19:06:24.721878
162,P6,14,Respondent,LiponF เข้มข้นกว่า เหมาะกับร้าน Sunlight กลิ่นหอมแต่ดูเหมาะกับใช้ในบ้านมากกว่า,,th,2025-12-12T19:06:24.721878
163,P6,15,Interviewer,ถ้ามีสูตรใหม่ที่บอกว่าล้างได้ไวขึ้น 30% แต่ราคาเพิ่มขึ้น 15% คุณจะสนใจไหมครับ?,,th,2025-12-12T19:06:33.791224
164,P6,16,Respondent,ถ้ามันช่วยลดเวลาได้จริง ผมโอเคเลยครับ เพราะเวลาคือเงิน แต่ต้องพิสูจน์ได้ ไม่ใช่แค่คำโฆษณา,,th,2025-12-12T19:06:33.791224
165,P6,17,Interviewer,แล้วในแง่ของความรู้สึกต่อแบรนด์ คุณรู้สึกยังไงบ้างคะ?,,th,2025-12-12T19:06:39.736474
166,P6,18,Respondent,LiponF รู้สึกว่าเป็นของคนไทย ไว้ใจได้ ไม่ต้องคิดเยอะ Sunlight จะดูเป็นของเมืองนอก สีสันเยอะ แต่ผมมองว่ามันเปลืองกว่า,,th,2025-12-12T19:06:39.736474
167,P6,19,Interviewer,แล้วเรื่องฟองล่ะคะ? มีผลไหม?,,th,2025-12-12T19:06:46.403759
168,P6,20,Respondent,มีครับ ถ้าฟองเยอะไปมันล้างออกยาก เปลืองน้ำอีก อยากให้ฟองกำลังดี ล้างสองรอบพอ,,th,2025-12-12T19:06:46.403759
169,P6,21,Interviewer,ถ้ามีระบบ refill ใหญ่สำหรับร้านอาหาร คุณจะใช้ไหมครับ?,,th,2025-12-12T19:06:55.012295
170,P6,22,Respondent,ใช้แน่นอนครับ เพราะซื้อง่ายกว่า เก็บง่าย ลดขยะขวดพลาสติกด้วย ถ้ามีบริการส่งถึงร้านยิ่งดี,,th,2025-12-12T19:06:55.012295
171,P6,23,Interviewer,แล้วมีอะไรอยากให้แบรนด์ปรับปรุงไหมครับ?,,th,2025-12-12T19:07:07.794759
172,P6,24,Respondent,อยากให้มีสูตรสำหรับร้านอาหารโดยเฉพาะ เข้มข้นกว่าแต่ปลอดภัยกับมือ แล้วก็อยากให้กลิ่นไม่แรงเกินไป,,th,2025-12-12T19:07:07.794759
173,P6,25,Interviewer,ถ้ามีเพื่อนเจ้าของร้านถามว่า “ยี่ห้อไหนคุ้มสุด?” คุณจะตอบว่าอะไรครับ?,,th,2025-12-12T19:07:20.688439
174,P6,26,Respondent,LiponF ครับ เพราะใช้มานาน ไม่เคยมีปัญหา คุ้มทั้งราคาและความสะอาด,,th,2025-12-12T19:07:20.688439
175,P7,1,Interviewer,ปกติในโรงแรมใช้ยี่ห้อน้ำยาล้างจานอะไรคะ?,,th,2025-12-12T19:07:28.535579
176,P7,2,Respondent,ส่วนใหญ่ใช้ของที่โรงแรมจัดให้ค่ะ เห็นเป็นถังใหญ่มีโลโก้ LiponF แต่ไม่แน่ใจสูตรไหน บางทีก็มี Sunlight ตามฤดูกาล,,th,2025-12-12T19:07:28.535579
177,P7,3,Interviewer,แล้วเวลาล้างจานหรือแก้ว คุณให้ความสำคัญกับอะไรเป็นหลักคะ?,,th,2025-12-12T19:07:38.356627
178,P7,4,Respondent,ความเงา ต้องไม่มีคราบมันหรือคราบน้ำเลยค่ะ โดยเฉพาะแก้วไวน์ ถ้ามีรอยนิดเดียว หัวหน้าก็ให้ล้างใหม่,,th,2025-12-12T19:07:38.356627
179,P7,5,Interviewer,แล้วรู้สึกต่างไหมระหว่าง LiponF กับ Sunlight?,,th,2025-12-12T19:07:49.897021
180,P7,6,Respondent,ต่างค่ะ LiponF ล้างมันออกง่ายกว่า แต่ฟองเยอะกว่าหน่อย ต้องใช้น้ำเยอะเวลาแก้วเยอะๆ ส่วน Sunlight ล้างออกง่าย ฟองละเอียดดี แต่รู้สึกล้างมันหนักๆ จะไม่หมดเท่า LiponF,,th,2025-12-12T19:07:49.897021
181,P7,7,Interviewer,เรื่องกลิ่นมีผลไหมคะ?,,th,2025-12-12T19:08:07.103962
182,P7,8,Respondent,มีบ้างค่ะ กลิ่นต้องไม่แรง เพราะบางทีต้องล้างใกล้ๆ โซนเตรียมอาหาร กลัวกลิ่นแรงจะไปโดนอาหาร,,th,2025-12-12T19:08:07.103962
183,P7,9,Interviewer,แล้วเคยมีปัญหามือแห้งไหม?,,th,2025-12-12T19:08:14.321127
184,P7,10,Respondent,เคยค่ะ เพราะล้างวันละหลายรอบ แต่ใส่ถุงมือช่วยได้ ถ้าใช้สูตรแรงเกินไปก็จะรู้สึกคันๆ ที่ข้อมือ,,th,2025-12-12T19:08:14.321127
185,P7,11,Interviewer,แล้วในแง่ของความสะดวกเวลาทำงานล่ะคะ?,,th,2025-12-12T19:08:22.329547
186,P7,12,Respondent,อยากให้มีหัวปั๊มหรือหัวจ่ายอัตโนมัติค่ะ ตอนนี้ต้องเทใส่ถังเอง บางทีก็หก เปลืองของ,,th,2025-12-12T19:08:22.329547
187,P7,13,Interviewer,แล้วคุณคิดว่าแบรนด์ที่ใช้ตอนนี้ตอบโจทย์ไหม?,,th,2025-12-12T19:08:29.545655
188,P7,14,Respondent,ตอบโจทย์เรื่องล้างมันดี แต่ยังไม่ค่อยตอบโจทย์เรื่องล้างเร็วหรือฟอง เพราะต้องใช้น้ำเยอะ อยากให้มีสูตรที่ล้างไว ฟองหมดเร็วแต่ยังสะอาดเหมือนเดิม,,th,2025-12-12T19:08:29.545655
189,P7,15,Interviewer,ถ้ามีสูตรใหม่ที่เขียนว่า “ล้างเร็วขึ้น 50% และช่วยให้แก้วใสขึ้น” คุณสนใจไหมคะ?,,th,2025-12-12T19:08:42.318625
190,P7,16,Respondent,สนใจค่ะ ถ้ามันช่วยลดเวลาล้างได้จริง เพราะเราต้องแข่งกับเวลาในช่วงเร่งด่วนตอนเที่ยง,,th,2025-12-12T19:08:42.318625
191,P7,17,Interviewer,แล้วคุณรู้สึกอย่างไรกับ Sunlight เวลาเห็นในโฆษณา?,,th,2025-12-12T19:08:52.369779
192,P7,18,Respondent,ดูสะอาด ดูหอม แต่ไม่ค่อยนึกถึงในโรงแรม มันดูเป็นแบรนด์สำหรับใช้ในบ้านมากกว่า,,th,2025-12-12T19:08:52.369779
193,P7,19,Interviewer,แล้วกับ LiponF ล่ะคะ?,,th,2025-12-12T19:09:04.639360
194,P7,20,Respondent,ดูเหมือนของมืออาชีพ ใช้ในร้านอาหาร โรงแรม เชื่อถือได้ แต่กลิ่นกับฟองยังเยอะไปหน่อย,,th,2025-12-12T19:09:04.639360
195,P7,21,Interviewer,ถ้าให้เลือกสูตรในอุดมคติสำหรับโรงแรมของคุณ อยากได้แบบไหน?,,th,2025-12-12T19:09:18.033895
196,P7,22,Respondent,อยากได้แบบเข้มข้นแต่ล้างออกง่าย ฟองน้อย กลิ่นอ่อน และล้างแล้วแก้วใสเงาเลย จะดีมาก,,th,2025-12-12T19:09:18.033895
197,P7,23,Interviewer,สุดท้าย ถ้ามีเพื่อนที่ทำงานในโรงแรมอื่นถามว่า “ใช้น้ำยาล้างจานอะไรดี?” คุณจะตอบว่าอะไรคะ?,,th,2025-12-12T19:09:30.596385
198,P7,24,Respondent,แนะนำ LiponF ค่ะ เพราะล้างมันออกดีมาก แต่จะบอกให้เลือกสูตรที่ฟองน้อยหน่อย จะได้ล้างไว,,th,2025-12-12T19:09:30.596385
199,P8,1,Interviewer,ปกติคุณแม่ใช้ยี่ห้อน้ำยาล้างจานอะไรคะ?,,th,2025-12-12T19:09:41.157900
200,P8,2,Respondent,แม่ใช้ LiponF มานานแล้วลูก บางครั้งลูกสาวซื้อ Sunlight มาให้ ก็ใช้สลับกัน แต่ส่วนมากจะเป็น LiponF เพราะคุ้นมือ,,th,2025-12-12T19:09:41.157900
201,P8,3,Interviewer,ทำไมถึงชอบ LiponF เป็นหลักคะ?,,th,2025-12-12T19:09:52.448507
202,P8,4,Respondent,มันล้างดี คราบมันออกหมด แล้วกลิ่นมันสะอาดดี รู้สึกว่าจานไม่ลื่น ไม่มีกลิ่นตกค้างเลย เหมือนของสมัยก่อนที่ใช้แล้วมั่นใจ,,th,2025-12-12T19:09:52.448507
203,P8,5,Interviewer,แล้วรู้สึกต่างยังไงเวลาใช้ Sunlight คะ?,,th,2025-12-12T19:10:02.977815
204,P8,6,Respondent,Sunlight กลิ่นหอมสดชื่นดีนะ แต่บางทีแรงไปนิด มือจะตึงๆ แต่กลิ่นเลมอนมันชื่นใจ เวลาใช้ตอนเช้าเหมือนบ้านสะอาดขึ้นเลย,,th,2025-12-12T19:10:02.977815
205,P8,7,Interviewer,ถ้าให้พูดถึงสิ่งที่สำคัญที่สุดเวลาเลือกซื้อน้ำยาล้างจานคืออะไรคะ?,,th,2025-12-12T19:10:09.795115
206,P8,8,Respondent,กลิ่นค่ะ อยากให้หอมสะอาด เวลาเก็บจานในตู้แล้วไม่มีกลิ่น กับต้องล้างคราบมันได้ดี โดยไม่ต้องขัดเยอะ,,th,2025-12-12T19:10:09.795115
207,P8,9,Interviewer,แล้วเคยเจอปัญหามือแห้งไหมคะ?,,th,2025-12-12T19:10:20.316648
208,P8,10,Respondent,เคยค่ะ พออายุมือจะไวต่อของแรงๆ ถ้าใช้ของที่แรงมากก็จะแสบ เลยชอบสูตรที่เขียนว่า อ่อนโยนต่อมือ,,th,2025-12-12T19:10:20.316648
209,P8,11,Interviewer,แล้วเวลาซื้อดูจากอะไรเป็นหลักคะ?,,th,2025-12-12T19:10:24.520011
210,P8,12,Respondent,ส่วนมากดูยี่ห้อกับกลิ่น แม่ไม่ค่อยดูราคาเท่าไหร่ เพราะใช้ขวดหนึ่งนานหลายอาทิตย์ อยากได้ที่มั่นใจว่าล้างสะอาด ไม่ทำให้มือแห้ง,,th,2025-12-12T19:10:24.520011
211,P8,13,Interviewer,แล้วภาพจำของแต่ละแบรนด์ในใจแม่เป็นยังไงบ้างคะ?,,th,2025-12-12T19:10:35.561500
212,P8,14,Respondent,LiponF คือของคนไทย ใช้มาตั้งแต่รุ่นแม่ รู้สึกไว้ใจได้ Sunlight ดูสมัยใหม่ กลิ่นหอม แต่เหมาะกับคนรุ่นใหม่มากกว่า,,th,2025-12-12T19:10:35.561500
213,P8,15,Interviewer,ถ้ามีสูตรใหม่ที่บอกว่าล้างมันดีและช่วยถนอมมือด้วย แม่สนใจไหมคะ?,,th,2025-12-12T19:10:45.210171
214,P8,16,Respondent,สนใจเลยลูก เพราะแม่ชอบล้างเองทุกวัน อยากให้มือนุ่มๆ ไม่แห้ง ถ้ามีกลิ่นหอมอ่อนๆ แบบดอกไม้จะดีมาก,,th,2025-12-12T19:10:45.210171
215,P8,17,Interviewer,แล้วเรื่องฟองมีผลไหมคะ?,,th,2025-12-12T19:10:52.657487
216,P8,18,Respondent,ไม่ชอบฟองเยอะ เพราะต้องใช้น้ำเยอะล้างออก อยากให้มีฟองพอดี ล้างแล้วจานใสสะอาด จบในรอบเดียว,,th,2025-12-12T19:10:52.657487
217,P8,19,Interviewer,ถ้ามีแบรนด์ใหม่มาขายบอกว่า “ล้างจานสะอาดเหมือน LiponF แต่กลิ่นหอมแบบ Sunlight” แม่จะลองไหมคะ?,,th,2025-12-12T19:10:58.818055
218,P8,20,Respondent,ลองค่ะ อยากได้แบบรวมข้อดีของทั้งสอง แต่ถ้าไม่รู้จักแบรนด์ ขอให้เห็นว่าผลิตในไทย จะรู้สึกไว้ใจกว่า,,th,2025-12-12T19:10:58.818055
219,P8,21,Interviewer,แล้วถ้ามีเพื่อนมาถามว่า “ยี่ห้อไหนแม่ชอบที่สุด?” แม่จะตอบว่าอะไรคะ?,,th,2025-12-12T19:11:06.760914
220,P8,22,Respondent,ก็คง LiponF เพราะใช้มานาน มั่นใจ แต่ถ้าให้พูดถึงกลิ่นหอม ก็ต้อง Sunlight เขาเก่งเรื่องกลิ่นจริงๆ,,th,2025-12-12T19:11:06.760914
221,P9,1,Interviewer,ปกติใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่คะ?,,th,2025-12-12T19:11:13.778452
222,P9,2,Respondent,ใช้ Sunlight ครับ ส่วนใหญ่เพราะหาซื้อง่าย แล้วแพ็กเกจดูสะอาดตา ดี เวลาเอาไว้ข้างซิงค์มันไม่รกสายตา,,th,2025-12-12T19:11:13.778452
223,P9,3,Interviewer,เคยลองแบรนด์อื่นบ้างไหมคะ?,,th,2025-12-12T19:11:20.305233
224,P9,4,Respondent,เคยลอง LiponF อยู่ช่วงนึง แต่รู้สึกกลิ่นแรง แล้วขวดดีไซน์มันบ้าน ๆ ไปหน่อย ไม่เข้ากับห้องครัวผม (หัวเราะ),,th,2025-12-12T19:11:20.305233
225,P9,5,Interviewer,เวลาซื้อเลือกจากอะไรเป็นหลักครับ?,,th,2025-12-12T19:11:26.510690
226,P9,6,Respondent,กลิ่น กับ ดีไซน์ขวดครับ ผมอยู่คอนโด เลยมองของใช้เป็นเหมือนของตกแต่งด้วย ต้องดูเรียบ ๆ สะอาด ๆ ใช้แล้วไม่รู้สึกเหนอะ,,th,2025-12-12T19:11:26.510690
227,P9,7,Interviewer,แล้วเรื่องประสิทธิภาพล่ะครับ ล้างมันดีไหม?,,th,2025-12-12T19:11:35.410915
228,P9,8,Respondent,Sunlight ล้างดีอยู่แล้ว ผมไม่ได้ทำอาหารมันมาก ส่วนใหญ่พวกจานชามกาแฟ กับหม้อหุงข้าว ล้างง่าย แต่ถ้าวันไหนทอดไข่หรือผัดอะไร LiponF จะล้างมันกว่า,,th,2025-12-12T19:11:35.410915
229,P9,9,Interviewer,แสดงว่ามีใช้สลับกันตามเมนู?,,th,2025-12-12T19:11:41.766663
230,P9,10,Respondent,ใช่ครับ แต่ส่วนใหญ่ผมไม่ชอบให้ฟองเยอะ มันดูรก อยากให้ล้างแล้วจบไว ฟองหมดเร็ว,,th,2025-12-12T19:11:41.766663
231,P9,11,Interviewer,กลิ่นมีผลมากไหมคะเวลาตัดสินใจซื้อ?,,th,2025-12-12T19:11:47.561092
232,P9,12,Respondent,เยอะเลยครับ ผมไม่ชอบกลิ่นแรง อยากได้กลิ่นสะอาด ๆ แบบ citrus หรือ herbal ที่ไม่กลบกลิ่นห้องครัว,,th,2025-12-12T19:11:47.561092
233,P9,13,Interviewer,แล้วเคยรู้สึกว่ามือแห้งไหมครับหลังล้าง?,,th,2025-12-12T19:11:51.866995
234,P9,14,Respondent,มีบ้างครับ แต่ผมไม่ซีเรียส แค่ไม่อยากให้รู้สึกตึงมือเกินไป ถ้ามีกลิ่นดี กับ ล้างออกง่าย ถือว่าโอเค,,th,2025-12-12T19:11:51.866995
235,P9,15,Interviewer,ถ้ามีแบรนด์ใหม่ที่ทำแพ็กเกจมินิมอล กลิ่นหอมธรรมชาติ และเขียนว่า “ฟองน้อย แต่ล้างมันดี” คุณจะสนใจไหมคะ?,,th,2025-12-12T19:12:04.098427
236,P9,16,Respondent,สนใจครับ ผมชอบของแนว clean design อยู่แล้ว ถ้าขวดสวย วางไว้แล้วดูดี ผมยอมจ่ายแพงกว่านิดนึง,,th,2025-12-12T19:12:04.098427
237,P9,17,Interviewer,แล้วคิดว่า Sunlight กับ LiponF ต่างกันยังไงในมุมของคุณครับ?,,th,2025-12-12T19:12:09.683707
238,P9,18,Respondent,Sunlight ดูเป็น modern brand ของคนรุ่นใหม่ กลิ่นดี ขวดดูสะอาด ส่วน LiponF เป็นแนว practical ใช้ล้างดีแต่ไม่สวย (หัวเราะ),,th,2025-12-12T19:12:09.683707
239,P9,19,Interviewer,แล้วเวลาเห็นโฆษณาน้ำยาล้างจาน คุณรู้สึกยังไงครับ?,,th,2025-12-12T19:12:17.612927
240,P9,20,Respondent,ส่วนใหญ่ดูแล้วไม่ค่อยอิน มันจะออกแนวครอบครัวแม่บ้าน แต่ผมอยากเห็นแบบเรียบ ๆ เท่ ๆ แนวไลฟ์สไตล์คนอยู่คอนโด,,th,2025-12-12T19:12:17.612927
241,P9,21,Interviewer,ถ้ามีแบรนด์ที่ออกแบบสำหรับคนเมืองโดยเฉพาะ คุณคิดว่าจะตอบโจทย์ยังไง?,,th,2025-12-12T19:12:23.928368
242,P9,22,Respondent,อยากให้มันดูเหมือนของใช้ในห้องน้ำ คือสะอาด กลิ่นดี ไม่แรง ดีไซน์ขวดสวย และไม่กินพื้นที่เยอะ,,th,2025-12-12T19:12:23.928368
243,P9,23,Interviewer,ถ้ามีเพื่อนอยู่ห้องคอนโดเล็กๆ เหมือนกันถามว่า “น้ำยาล้างจานอันไหนดี?” คุณจะแนะนำอะไรครับ?,,th,2025-12-12T19:12:31.764741
244,P9,24,Respondent,Sunlight ครับ เพราะใช้สบาย กลิ่นดี ล้างออกง่าย แต่ถ้าวันไหนทำเมนูมัน ๆ ผมก็มี LiponF สำรองไว้ล้าง,,th,2025-12-12T19:12:31.764741
245,P10,1,Interviewer,ปกติใครล้างจานที่บ้านคะ?,,th,2025-12-12T19:12:40.825889
246,P10,2,Respondent,ผมกับลูกสาวคนโตช่วยกันครับ เหมือนเป็นกิจกรรมหลังมื้อเย็น ภรรยาทำอาหาร ผมกับลูกก็ช่วยเก็บโต๊ะ ล้างจาน คุยกันไปด้วย,,th,2025-12-12T19:12:40.825889
247,P10,3,Interviewer,ที่บ้านใช้ยี่ห้อน้ำยาล้างจานอะไรอยู่ครับ?,,th,2025-12-12T19:12:42.857749
248,P10,4,Respondent,ส่วนใหญ่ใช้ Sunlight ครับ บางทีภรรยาซื้อ LiponF มาบ้าง แต่ผมชอบ Sunlight กลิ่นหอม ลูกบอกว่าล้างแล้วมือไม่แห้ง,,th,2025-12-12T19:12:42.857749
249,P10,5,Interviewer,อะไรที่ทำให้เลือก Sunlight ครับ?,,th,2025-12-12T19:12:49.072478
250,P10,6,Respondent,กลิ่นมันหอมสดชื่น เวลาใช้ล้างด้วยกันแล้วบรรยากาศดี เหมือนห้องครัวสะอาดขึ้นเลย อีกอย่างฟองไม่เยอะเกินไป ล้างออกง่าย,,th,2025-12-12T19:12:49.072478
251,P10,7,Interviewer,แล้วรู้สึกต่างยังไงเวลาภรรยาใช้ LiponF?,,th,2025-12-12T19:12:58.441138
252,P10,8,Respondent,LiponF เข้มข้นดี ล้างมันออกจริง แต่กลิ่นจะเข้ม ลูกไม่ค่อยชอบ บ่นว่าแรงไปหน่อย,,th,2025-12-12T19:12:58.441138
253,P10,9,Interviewer,ถ้าให้เลือกระหว่าง “ล้างมันดีมากแต่กลิ่นแรง” กับ “กลิ่นดีแต่ต้องล้างสองรอบ” คุณเลือกอะไรครับ?,,th,2025-12-12T19:13:05.370019
254,P10,10,Respondent,ผมเลือกอย่างหลังครับ เพราะอยากให้ลูกช่วยได้ ถ้ากลิ่นแรงเกิน เด็กจะไม่อยากล้าง,,th,2025-12-12T19:13:05.370019
255,P10,11,Interviewer,แล้วเรื่องมือแห้ง มีผลไหมครับ?,,th,2025-12-12T19:13:11.874597
256,P10,12,Respondent,มีครับ ภรรยาจะบ่นถ้าใช้ของแรง ผมเลยพยายามเลือกสูตรที่เขียนว่าอ่อนโยนต่อมือ,,th,2025-12-12T19:13:11.874597
257,P10,13,Interviewer,เวลาซื้อดูอะไรเป็นหลักครับ?,,th,2025-12-12T19:13:17.431352
258,P10,14,Respondent,กลิ่น ความปลอดภัย กับ โปร บางทีซื้อแบบ refill แพ็กใหญ่ เก็บไว้เลย เพราะล้างทุกวัน,,th,2025-12-12T19:13:17.431352
259,P10,15,Interviewer,ในมุมของคุณพ่อ น้ำยาล้างจานมีความหมายยังไงกับชีวิตประจำวัน?,,th,2025-12-12T19:13:25.199253
260,P10,16,Respondent,มันเหมือนของที่ทำให้บ้านสะอาด แต่ก็เป็นเครื่องมือเชื่อมความสัมพันธ์ในบ้านด้วย ตอนล้างจานจะได้คุยกับลูก ถามเรื่องโรงเรียน,,th,2025-12-12T19:13:25.199253
261,P10,17,Interviewer,แล้วภาพจำของแบรนด์ต่างๆ ในหัวคืออะไรครับ?,,th,2025-12-12T19:13:32.224457
262,P10,18,Respondent,Sunlight = กลิ่นดี เหมาะกับครอบครัว LiponF = เข้มข้น เหมาะกับร้านอาหารหรือบ้านที่ทำกับข้าวมันๆ,,th,2025-12-12T19:13:32.224457
263,P10,19,Interviewer,ถ้ามีแบรนด์ใหม่ที่บอกว่า “ล้างมันดี แต่สูตรธรรมชาติและปลอดภัยกับเด็ก” คุณสนใจไหมครับ?,,th,2025-12-12T19:13:40.043096
264,P10,20,Respondent,สนใจเลยครับ ถ้ามันจริง เพราะตอนนี้ลูกสาวคนเล็กเริ่มล้างได้ อยากให้เขาใช้ของที่ปลอดภัย,,th,2025-12-12T19:13:40.043096
265,P10,21,Interviewer,ถ้ามีเพื่อนบ้านถามว่า “ใช้ยี่ห้อไหนดี?” คุณจะตอบว่าอะไรครับ?,,th,2025-12-12T19:13:46.970637
266,P10,22,Respondent,บอกว่า Sunlight ครับ กลิ่นหอม ล้างง่าย มือไม่แห้ง เด็กๆ ก็ชอบ,,th,2025-12-12T19:13:46.970637
267,P11,1,Interviewer,ปกติที่บ้านใช้น้ำยาล้างจานยี่ห้ออะไรอยู่ครับ?,,th,2025-12-12T19:13:57.702363
268,P11,2,Respondent,ส่วนใหญ่ใช้ LiponF ครับ ซื้อแกลลอนใหญ่ที่ร้านของชำหน้าปากซอย ใช้ได้นาน ล้างมันดี,,th,2025-12-12T19:13:57.702363
269,P11,3,Interviewer,ทำไมถึงเลือก LiponF เป็นหลักครับ?,,th,2025-12-12T19:14:04.447755
270,P11,4,Respondent,เพราะมันคุ้ม ขวดหนึ่งใช้ได้เป็นเดือน ล้างพวกจานมัน ๆ จากอาหารทอดได้หมด ไม่ต้องบีบเยอะ,,th,2025-12-12T19:14:04.447755
271,P11,5,Interviewer,เคยลองแบรนด์อื่นไหมครับ เช่น Sunlight หรือแบรนด์ทั่วไป?,,th,2025-12-12T19:14:12.356210
272,P11,6,Respondent,เคยครับ Sunlight กลิ่นดีแต่ราคาสูงกว่า แล้วรู้สึกมันเบากว่า ต้องบีบเยอะกว่าจะสะอาด ส่วนพวกแบรนด์ทั่วไปกลิ่นแรง บางทีเหม็นเลย,,th,2025-12-12T19:14:12.356210
273,P11,7,Interviewer,แล้วคุณล้างจานยังไงครับ ใช้น้ำเยอะไหม?,,th,2025-12-12T19:14:20.633366
274,P11,8,Respondent,ล้างข้างบ้านเลยครับ ใช้กะละมัง มีน้ำก๊อกต่อสายยางไว้ ไม่อยากเปลืองน้ำ ต้องล้างให้ไว เพราะบางวันล้างเป็นสิบ ๆ จาน,,th,2025-12-12T19:14:20.633366
275,P11,9,Interviewer,แล้วฟองมีผลไหมครับเวลาล้าง?,,th,2025-12-12T19:14:28.791929
276,P11,10,Respondent,ไม่ชอบฟองเยอะครับ เพราะมันล้างออกยาก ต้องใช้น้ำเยอะกว่า อยากให้ฟองน้อยแต่สะอาด,,th,2025-12-12T19:14:28.791929
277,P11,11,Interviewer,แล้วรู้สึกยังไงกับกลิ่นของ LiponF?,,th,2025-12-12T19:14:34.517607
278,P11,12,Respondent,กลิ่นสะอาดดี ไม่แรงเกิน บางที Sunlight หอมเกินไป เหมือนของหรู (หัวเราะ) แต่ผมชอบแบบกลิ่นกลาง ๆ มากกว่า,,th,2025-12-12T19:14:34.517607
279,P11,13,Interviewer,เวลาซื้อเลือกจากอะไรเป็นหลักครับ?,,th,2025-12-12T19:14:38.672153
280,P11,14,Respondent,ดูโปรก่อนเลยครับ ถ้ามีลดราคาจะซื้อยกลังเลย เพราะใช้ทุกวัน ร้านผัดไทยหน้าบ้านใช้น้ำยาล้างจานเยอะมาก,,th,2025-12-12T19:14:38.672153
281,P11,15,Interviewer,แล้วมีปัญหาเรื่องมือแห้งไหมครับ?,,th,2025-12-12T19:14:45.410881
282,P11,16,Respondent,มีนิดหน่อย แต่ไม่ซีเรียส เพราะใส่ถุงมืออยู่แล้ว ล้างให้ไวสุดสำคัญกว่า,,th,2025-12-12T19:14:45.410881
283,P11,17,Interviewer,ถ้ามีแบรนด์ใหม่ออกมาบอกว่า “ล้างมันกว่า ประหยัดน้ำกว่า” จะลองไหมครับ?,,th,2025-12-12T19:14:51.283873
